,Game Title,Weekly Sales,All Time Sales,Weeks Out
10454,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10455,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10456,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10457,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10458,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10459,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10460,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10461,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10462,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10463,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10464,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10465,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10466,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10467,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10468,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10469,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10470,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10471,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10472,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10473,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10474,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10475,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10476,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10477,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10478,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10479,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10480,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10481,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10482,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10483,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10484,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10485,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10486,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10487,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10488,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10489,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10490,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10491,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10492,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10493,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10494,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10495,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10496,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10497,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10498,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10499,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10500,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10501,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10502,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10503,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10504,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10505,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10506,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10507,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10508,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10509,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10510,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10511,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10512,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10513,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10514,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10515,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10516,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10517,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10518,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10519,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10520,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10521,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10522,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10523,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10524,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10525,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10526,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10527,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10528,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10529,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10530,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10531,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10532,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10533,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10534,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10535,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10536,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10537,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10538,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10539,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10540,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10541,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10542,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10543,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10544,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10545,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10546,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10547,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10548,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10549,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10550,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10551,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10552,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10553,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10554,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10555,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10556,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10557,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10558,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10559,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10560,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10561,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10562,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10563,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10564,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10565,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10566,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10567,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10568,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10569,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10570,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10571,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10572,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10573,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10574,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10575,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10576,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10577,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10578,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10579,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10580,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10581,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10582,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10583,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10584,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10585,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10586,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10587,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10588,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10589,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10590,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10591,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10592,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10593,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10594,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10595,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10596,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10597,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10598,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10599,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10600,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10601,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10602,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10603,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10604,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10605,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10606,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10607,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10608,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10609,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10610,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10611,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10612,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10613,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10614,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10615,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10616,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10617,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10618,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10619,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10620,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10621,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10622,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10623,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10624,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10625,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10626,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10627,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10628,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10629,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10630,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10631,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10632,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10633,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10634,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10635,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10636,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10637,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10638,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10639,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10640,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10641,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10642,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10643,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10644,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10645,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10646,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10647,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10648,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10649,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10650,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10651,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10652,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10653,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10654,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10655,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10656,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10657,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10658,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10659,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10660,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10661,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10662,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10663,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10664,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10665,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10666,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10667,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10668,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10669,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10670,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10671,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10672,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10673,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10674,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10675,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10676,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10677,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10678,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10679,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10680,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10681,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10682,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10683,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10684,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10685,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10686,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10687,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10688,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10689,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10690,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10691,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10692,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10693,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10694,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10695,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10696,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10697,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10698,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10699,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10700,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10701,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10702,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10703,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10704,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10705,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10706,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10707,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10708,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10709,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10710,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10711,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10712,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10713,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10714,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10715,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10716,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10717,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10718,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10719,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10720,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10721,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10722,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10723,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10724,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10725,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10726,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10727,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10728,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10729,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10730,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10731,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10732,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10733,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10734,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10735,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10736,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10737,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10738,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10739,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10740,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10741,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10742,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10743,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10744,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10745,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10746,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10747,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10748,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10749,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10750,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10751,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10752,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10753,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10754,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10755,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10756,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10757,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10758,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10759,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10760,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10761,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10762,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10763,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10764,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10765,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10766,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10767,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10768,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10769,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10770,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
